tier,arm,pair,rep,iid,nonempty,gold_hit,resolved
2,B,7454_8459,5,sphinx-doc__sphinx-8459,True,True,False
2,E,7454_8459,5,sphinx-doc__sphinx-8459,False,False,False
2,Do,7454_8459,5,sphinx-doc__sphinx-8459,True,True,False
2,B,8459_9673,5,sphinx-doc__sphinx-9673,True,True,False
2,E,8459_9673,5,sphinx-doc__sphinx-9673,True,True,False
2,Do,8459_9673,5,sphinx-doc__sphinx-9673,False,False,False
2,B,9673_10449,5,sphinx-doc__sphinx-10449,True,False,False
2,E,9673_10449,5,sphinx-doc__sphinx-10449,True,True,False
2,Do,9673_10449,5,sphinx-doc__sphinx-10449,True,False,False
2,B,7462_9230,5,sphinx-doc__sphinx-9230,True,False,False
2,E,7462_9230,5,sphinx-doc__sphinx-9230,True,False,False
2,Do,7462_9230,5,sphinx-doc__sphinx-9230,False,False,False
2,B,9230_9591,5,sphinx-doc__sphinx-9591,True,False,False
2,E,9230_9591,5,sphinx-doc__sphinx-9591,True,True,False
2,Do,9230_9591,5,sphinx-doc__sphinx-9591,True,False,False
2,B,9591_9602,5,sphinx-doc__sphinx-9602,True,False,False
2,E,9591_9602,5,sphinx-doc__sphinx-9602,True,True,False
2,Do,9591_9602,5,sphinx-doc__sphinx-9602,False,False,False
2,B,7889_9658,5,sphinx-doc__sphinx-9658,True,False,False
2,E,7889_9658,5,sphinx-doc__sphinx-9658,True,True,False
2,Do,7889_9658,5,sphinx-doc__sphinx-9658,True,False,False
2,B,8035_8593,5,sphinx-doc__sphinx-8593,True,False,False
2,E,8035_8593,5,sphinx-doc__sphinx-8593,True,True,False
2,Do,8035_8593,5,sphinx-doc__sphinx-8593,True,True,False
2,B,8593_8595,5,sphinx-doc__sphinx-8595,False,False,False
2,E,8593_8595,5,sphinx-doc__sphinx-8595,True,True,False
2,Do,8593_8595,5,sphinx-doc__sphinx-8595,True,True,False
2,B,7530_11066,5,django__django-11066,True,True,True
2,E,7530_11066,5,django__django-11066,True,True,True
2,Do,7530_11066,5,django__django-11066,True,True,True
2,B,11066_15252,5,django__django-15252,True,False,False
2,E,11066_15252,5,django__django-15252,True,False,False
2,Do,11066_15252,5,django__django-15252,True,False,False
2,B,11141_13820,5,django__django-13820,False,False,False
2,E,11141_13820,5,django__django-13820,True,True,False
2,Do,11141_13820,5,django__django-13820,False,False,False
2,B,11299_15278,5,django__django-15278,True,False,False
2,E,11299_15278,5,django__django-15278,True,True,False
2,Do,11299_15278,5,django__django-15278,True,False,False
2,B,15278_15561,5,django__django-15561,True,False,False
2,E,15278_15561,5,django__django-15561,True,False,False
2,Do,15278_15561,5,django__django-15561,False,False,False
2,B,3095_7393,5,pydata__xarray-7393,True,False,False
2,E,3095_7393,5,pydata__xarray-7393,True,False,False
2,Do,3095_7393,5,pydata__xarray-7393,True,False,False
